FREQ_NAME,REF_AREA_ID,REF_AREA_NAME,INDICATOR_NAME,UNIT_MEASURE_NAME,TIME_PERIOD,OBS_VALUE
Annual,IND,India,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,PAK,Pakistan,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,IRN,"Iran, Islamic Rep.",GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,CAN,Canada,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,MAR,Morocco,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,MDG,Madagascar,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,PRT,Portugal,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,LUX,Luxembourg,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,IRL,Ireland,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,CYP,Cyprus,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,LVA,Latvia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,ARM,Armenia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,BLR,Belarus,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,HRV,Croatia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,SVN,Slovenia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,MKD,North Macedonia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,SVK,Slovak Republic,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,GTM,Guatemala,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,PAN,Panama,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,ECU,Ecuador,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,PRI,Puerto Rico,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,TWN,"Taiwan, China",GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,JOR,Jordan,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,SAU,Saudi Arabia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,OMN,Oman,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,ARE,United Arab Emirates,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,ISR,Israel,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,QAT,Qatar,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2019,
Annual,USA,United States,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.92
Annual,RUS,Russian Federation,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.64
Annual,EGY,"Egypt, Arab Rep.",GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.93
Annual,GRC,Greece,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.78
Annual,NLD,Netherlands,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,1.04
Annual,FRA,France,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.86
Annual,ESP,Spain,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.87
Annual,ITA,Italy,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.96
Annual,CHE,Switzerland,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.99
Annual,AUT,Austria,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,1.04
Annual,GBR,United Kingdom,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.94
Annual,SWE,Sweden,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,1.13
Annual,POL,Poland,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,1.08
Annual,DEU,Germany,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,1
Annual,PER,Peru,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,1
Annual,ARG,Argentina,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.78
Annual,BRA,Brazil,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.82
Annual,CHL,Chile,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.83
Annual,COL,Colombia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.95
Annual,IDN,Indonesia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.94
Annual,THA,Thailand,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.99
Annual,JPN,Japan,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.86
Annual,KOR,"Korea, Rep.",GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,1
Annual,CHN,China,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,1.05
Annual,TUR,Turkiye,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,1.04
Annual,IND,India,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.89
Annual,IRN,"Iran, Islamic Rep.",GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,1.1
Annual,CAN,Canada,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,1.1
Annual,MAR,Morocco,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,1.09
Annual,AGO,Angola,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.7
Annual,SDN,Sudan,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.75
Annual,MDG,Madagascar,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.92
Annual,LUX,Luxembourg,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,1.05
Annual,IRL,Ireland,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,1.03
Annual,CYP,Cyprus,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,1.04
Annual,BGR,Bulgaria,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.88
Annual,HRV,Croatia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.94
Annual,SVN,Slovenia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.86
Annual,SVK,Slovak Republic,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.96
Annual,GTM,Guatemala,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.83
Annual,PAN,Panama,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.99
Annual,URY,Uruguay,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.86
Annual,PRI,Puerto Rico,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.86
Annual,TWN,"Taiwan, China",GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,1
Annual,LBN,Lebanon,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,1.02
Annual,SAU,Saudi Arabia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,0.81
Annual,ARE,United Arab Emirates,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,1
Annual,ISR,Israel,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,1.1
Annual,QAT,Qatar,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2018,1.08
Annual,USA,United States,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,1.04
Annual,EGY,"Egypt, Arab Rep.",GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.69
Annual,ZAF,South Africa,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.8
Annual,GRC,Greece,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,1.05
Annual,NLD,Netherlands,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.94
Annual,FRA,France,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.69
Annual,ESP,Spain,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.84
Annual,ITA,Italy,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.78
Annual,CHE,Switzerland,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.82
Annual,GBR,United Kingdom,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,1.04
Annual,SWE,Sweden,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.97
Annual,POL,Poland,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,1.01
Annual,DEU,Germany,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.96
Annual,PER,Peru,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.92
Annual,MEX,Mexico,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.95
Annual,ARG,Argentina,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.94
Annual,BRA,Brazil,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.81
Annual,CHL,Chile,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.84
Annual,COL,Colombia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.95
Annual,MYS,Malaysia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,1.02
Annual,AUS,Australia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.92
Annual,IDN,Indonesia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.79
Annual,THA,Thailand,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.98
Annual,JPN,Japan,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,1.02
Annual,KOR,"Korea, Rep.",GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,1.05
Annual,VNM,Viet Nam,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.94
Annual,CHN,China,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,1.09
Annual,IND,India,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.51
Annual,IRN,"Iran, Islamic Rep.",GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,1.02
Annual,CAN,Canada,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,1.01
Annual,MAR,Morocco,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,1.03
Annual,MDG,Madagascar,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,1.16
Annual,LUX,Luxembourg,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.98
Annual,IRL,Ireland,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,1.03
Annual,CYP,Cyprus,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.77
Annual,BGR,Bulgaria,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.93
Annual,LVA,Latvia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,1.07
Annual,EST,Estonia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.96
Annual,HRV,Croatia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.69
Annual,SVN,Slovenia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.87
Annual,BIH,Bosnia and Herzegovina,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.67
Annual,SVK,Slovak Republic,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.83
Annual,GTM,Guatemala,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.93
Annual,PAN,Panama,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.96
Annual,ECU,Ecuador,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.86
Annual,URY,Uruguay,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.94
Annual,KAZ,Kazakhstan,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,1.04
Annual,PRI,Puerto Rico,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.9
Annual,TWN,"Taiwan, China",GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.96
Annual,LBN,Lebanon,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.75
Annual,SAU,Saudi Arabia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.79
Annual,ARE,United Arab Emirates,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.99
Annual,ISR,Israel,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,1
Annual,QAT,Qatar,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2017,0.92
Annual,USA,United States,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.99
Annual,RUS,Russian Federation,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.91
Annual,EGY,"Egypt, Arab Rep.",GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1.04
Annual,ZAF,South Africa,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.94
Annual,GRC,Greece,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.89
Annual,NLD,Netherlands,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.61
Annual,FRA,France,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1.05
Annual,ESP,Spain,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1.01
Annual,HUN,Hungary,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.95
Annual,ITA,Italy,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1.11
Annual,CHE,Switzerland,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.96
Annual,AUT,Austria,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.94
Annual,GBR,United Kingdom,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.95
Annual,SWE,Sweden,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.96
Annual,POL,Poland,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.9
Annual,DEU,Germany,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1.04
Annual,PER,Peru,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1.02
Annual,ARG,Argentina,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.79
Annual,BRA,Brazil,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.82
Annual,CHL,Chile,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.88
Annual,COL,Colombia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.91
Annual,MYS,Malaysia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1.14
Annual,AUS,Australia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.85
Annual,IDN,Indonesia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1.07
Annual,THA,Thailand,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.9
Annual,KOR,"Korea, Rep.",GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.99
Annual,CHN,China,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.95
Annual,TUR,Turkiye,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.97
Annual,IND,India,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1.02
Annual,IRN,"Iran, Islamic Rep.",GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1.08
Annual,CAN,Canada,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1.03
Annual,MAR,Morocco,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1.05
Annual,BFA,Burkina Faso,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.85
Annual,CMR,Cameroon,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.89
Annual,PRT,Portugal,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.8
Annual,LUX,Luxembourg,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1.01
Annual,IRL,Ireland,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1
Annual,CYP,Cyprus,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.94
Annual,FIN,Finland,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.96
Annual,BGR,Bulgaria,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1.05
Annual,LVA,Latvia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.97
Annual,EST,Estonia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1.02
Annual,HRV,Croatia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.77
Annual,SVN,Slovenia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.91
Annual,MKD,North Macedonia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1
Annual,SVK,Slovak Republic,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.79
Annual,BLZ,Belize,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.98
Annual,GTM,Guatemala,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.82
Annual,SLV,El Salvador,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.79
Annual,PAN,Panama,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.87
Annual,ECU,Ecuador,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.9
Annual,URY,Uruguay,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.84
Annual,KAZ,Kazakhstan,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.93
Annual,PRI,Puerto Rico,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1.04
Annual,HKG,"Hong Kong SAR, China",GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1.07
Annual,JAM,Jamaica,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.96
Annual,TWN,"Taiwan, China",GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1.1
Annual,LBN,Lebanon,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1.07
Annual,JOR,Jordan,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.78
Annual,SAU,Saudi Arabia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1.03
Annual,ARE,United Arab Emirates,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.95
Annual,ISR,Israel,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1.15
Annual,QAT,Qatar,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,1.17
Annual,GEO,Georgia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2016,0.86
Annual,USA,United States,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.91
Annual,EGY,"Egypt, Arab Rep.",GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.73
Annual,ZAF,South Africa,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.91
Annual,GRC,Greece,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.94
Annual,NLD,Netherlands,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,1.17
Annual,BEL,Belgium,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.63
Annual,ESP,Spain,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.93
Annual,HUN,Hungary,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.74
Annual,ITA,Italy,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,1.15
Annual,ROU,Romania,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,1.07
Annual,CHE,Switzerland,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.94
Annual,GBR,United Kingdom,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,1.09
Annual,SWE,Sweden,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.97
Annual,NOR,Norway,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,1.09
Annual,POL,Poland,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.88
Annual,DEU,Germany,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.92
Annual,PER,Peru,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.86
Annual,MEX,Mexico,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.91
Annual,ARG,Argentina,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.83
Annual,BRA,Brazil,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.67
Annual,CHL,Chile,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.76
Annual,COL,Colombia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.97
Annual,MYS,Malaysia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,1
Annual,AUS,Australia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.94
Annual,IDN,Indonesia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.94
Annual,PHL,Philippines,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.87
Annual,THA,Thailand,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.9
Annual,KOR,"Korea, Rep.",GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,1.01
Annual,VNM,Viet Nam,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.78
Annual,CHN,China,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,1.13
Annual,IND,India,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,1.07
Annual,IRN,"Iran, Islamic Rep.",GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,1
Annual,CAN,Canada,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,1.08
Annual,MAR,Morocco,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.92
Annual,TUN,Tunisia,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.93
Annual,SEN,Senegal,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.78
Annual,BFA,Burkina Faso,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.86
Annual,CMR,Cameroon,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.91
Annual,BRB,Barbados,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.91
Annual,BWA,Botswana,GEM Adult Population Survey: Female/Male Opportunity-Driven TEA,Percentage of respondents,2015,0.79
